Unnamed: 0,state,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost,car_age_bins,age_oldest_bins,age_youngest_bins,duration_previous_bins
5681,FL,2,1,1,h,2.0,63,62,1,3.0,15.0,1,0,3,3,1,2,4,612,"(0, 5]","(55, 65]","(55, 65]","(12, 15]"
5682,FL,2,1,1,h,2.0,63,62,1,3.0,15.0,1,0,3,3,1,2,4,616,"(0, 5]","(55, 65]","(55, 65]","(12, 15]"
5683,FL,2,1,1,h,2.0,63,62,1,3.0,15.0,1,0,3,3,1,2,4,626,"(0, 5]","(55, 65]","(55, 65]","(12, 15]"
5684,FL,2,0,2,g,3.0,68,60,1,2.0,1.0,2,0,1,1,0,3,2,774,"(0, 5]","(65, 75]","(55, 65]","(0, 3]"
5685,FL,2,0,2,g,3.0,68,60,1,2.0,8.0,1,0,2,3,0,2,3,651,"(0, 5]","(65, 75]","(55, 65]","(6, 9]"
5686,FL,2,0,2,g,3.0,68,60,1,2.0,8.0,1,0,1,3,0,2,3,647,"(0, 5]","(65, 75]","(55, 65]","(6, 9]"
5687,FL,2,0,2,g,3.0,68,60,1,2.0,8.0,1,0,1,3,0,2,3,665,"(0, 5]","(65, 75]","(55, 65]","(6, 9]"
5688,FL,2,0,2,g,3.0,68,60,1,2.0,8.0,1,0,1,3,0,2,3,665,"(0, 5]","(65, 75]","(55, 65]","(6, 9]"
5689,FL,2,0,2,g,3.0,68,60,1,2.0,8.0,1,0,1,3,0,2,3,665,"(0, 5]","(65, 75]","(55, 65]","(6, 9]"
5690,PA,2,1,13,e,0.0,60,59,1,1.0,5.0,1,1,1,2,1,2,2,685,"(10, 15]","(55, 65]","(55, 65]","(3, 6]"
5691,PA,2,1,13,e,0.0,60,59,1,1.0,5.0,1,1,1,2,1,2,2,685,"(10, 15]","(55, 65]","(55, 65]","(3, 6]"
5692,PA,2,1,13,e,0.0,60,59,1,1.0,5.0,1,1,1,2,1,2,2,700,"(10, 15]","(55, 65]","(55, 65]","(3, 6]"
5693,PA,1,0,13,d,0.0,59,59,0,3.0,1.0,0,0,3,3,0,1,2,627,"(10, 15]","(55, 65]","(55, 65]","(0, 3]"
5694,PA,1,0,13,d,0.0,59,59,0,3.0,2.0,0,0,3,3,0,0,2,627,"(10, 15]","(55, 65]","(55, 65]","(0, 3]"
5695,NY,2,0,14,f,1.0,54,47,1,3.0,14.0,0,1,1,1,0,0,4,605,"(10, 15]","(45, 55]","(45, 55]","(12, 15]"
5696,NY,2,0,14,f,1.0,54,47,1,3.0,14.0,0,1,3,3,0,0,4,620,"(10, 15]","(45, 55]","(45, 55]","(12, 15]"
5697,NY,2,0,14,f,1.0,54,47,1,3.0,14.0,0,1,3,3,0,0,3,634,"(10, 15]","(45, 55]","(45, 55]","(12, 15]"
5698,NY,2,0,14,f,1.0,54,47,1,3.0,14.0,0,1,2,3,0,0,3,614,"(10, 15]","(45, 55]","(45, 55]","(12, 15]"
5699,NY,2,0,14,f,1.0,54,47,1,3.0,14.0,0,1,2,3,0,0,3,619,"(10, 15]","(45, 55]","(45, 55]","(12, 15]"
5700,NY,2,0,14,f,1.0,54,47,1,3.0,14.0,0,1,2,3,0,0,3,619,"(10, 15]","(45, 55]","(45, 55]","(12, 15]"
5701,NY,2,0,14,f,1.0,54,47,1,3.0,14.0,0,1,2,3,0,0,3,619,"(10, 15]","(45, 55]","(45, 55]","(12, 15]"
5702,NY,2,0,14,f,1.0,54,47,1,3.0,14.0,0,1,2,3,0,0,3,619,"(10, 15]","(45, 55]","(45, 55]","(12, 15]"
5703,MO,1,0,3,e,0.0,21,21,0,3.0,4.0,1,0,3,3,0,2,1,619,"(0, 5]","(15, 25]","(15, 25]","(3, 6]"
5704,MO,1,0,3,e,0.0,21,21,0,3.0,4.0,1,0,2,2,0,1,2,620,"(0, 5]","(15, 25]","(15, 25]","(3, 6]"
5705,CT,1,0,13,f,0.0,25,25,0,2.0,8.0,1,0,3,3,1,0,4,675,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
5706,CT,1,0,13,f,0.0,25,25,0,2.0,8.0,2,0,2,2,0,0,2,656,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
5707,CT,1,0,13,f,0.0,25,25,0,2.0,8.0,2,0,2,2,0,0,2,661,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
5708,CT,1,0,13,f,0.0,25,25,0,2.0,8.0,2,0,2,2,0,0,2,661,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
5709,CT,1,0,12,e,0.0,75,75,0,1.0,2.0,1,0,1,1,1,0,2,694,"(10, 15]","(65, 75]","(65, 75]","(0, 3]"
5710,CT,1,0,12,e,0.0,75,75,0,1.0,2.0,1,0,1,1,1,0,2,694,"(10, 15]","(65, 75]","(65, 75]","(0, 3]"
5711,CT,1,0,12,e,0.0,75,75,0,1.0,2.0,1,0,1,1,1,0,2,715,"(10, 15]","(65, 75]","(65, 75]","(0, 3]"
5712,CT,1,0,12,e,0.0,75,75,0,1.0,2.0,1,0,1,1,1,0,2,690,"(10, 15]","(65, 75]","(65, 75]","(0, 3]"
5713,WA,1,0,10,e,0.0,23,23,0,3.0,5.0,0,0,1,1,0,0,2,597,"(5, 10]","(15, 25]","(15, 25]","(3, 6]"
5714,WA,1,0,10,e,0.0,23,23,0,3.0,5.0,0,0,1,1,0,0,4,605,"(5, 10]","(15, 25]","(15, 25]","(3, 6]"
5715,WA,1,0,10,e,0.0,23,23,0,3.0,5.0,1,0,2,2,0,1,2,650,"(5, 10]","(15, 25]","(15, 25]","(3, 6]"
5716,WA,1,0,10,e,0.0,23,23,0,3.0,5.0,1,0,2,2,0,1,2,656,"(5, 10]","(15, 25]","(15, 25]","(3, 6]"
5717,NY,1,0,13,f,2.0,27,27,0,3.0,1.0,0,0,3,3,0,0,4,588,"(10, 15]","(25, 35]","(25, 35]","(0, 3]"
5718,NY,1,0,13,f,2.0,27,27,0,3.0,1.0,0,0,3,3,0,0,2,584,"(10, 15]","(25, 35]","(25, 35]","(0, 3]"
5719,NY,1,0,13,f,2.0,27,27,0,3.0,1.0,0,0,3,3,0,0,2,583,"(10, 15]","(25, 35]","(25, 35]","(0, 3]"
5720,WV,1,0,20,c,0.0,28,28,0,3.0,7.0,0,0,1,1,0,0,2,602,"(15, 20]","(25, 35]","(25, 35]","(6, 9]"
5721,WV,1,0,20,c,0.0,28,28,0,3.0,7.0,0,0,1,1,0,0,2,620,"(15, 20]","(25, 35]","(25, 35]","(6, 9]"
5722,WV,1,0,20,c,0.0,28,28,0,3.0,7.0,0,0,1,1,0,0,2,620,"(15, 20]","(25, 35]","(25, 35]","(6, 9]"
5723,OH,1,0,9,c,0.0,20,20,0,3.0,1.0,1,1,3,3,0,1,3,695,"(5, 10]","(15, 25]","(15, 25]","(0, 3]"
5724,OH,1,0,9,c,0.0,20,20,0,3.0,1.0,0,0,1,3,0,0,3,615,"(5, 10]","(15, 25]","(15, 25]","(0, 3]"
5725,OH,1,0,9,c,0.0,20,20,0,3.0,1.0,0,0,1,3,0,0,3,624,"(5, 10]","(15, 25]","(15, 25]","(0, 3]"
5726,OH,1,0,9,c,0.0,20,20,0,3.0,1.0,0,0,1,3,0,0,3,624,"(5, 10]","(15, 25]","(15, 25]","(0, 3]"
5727,IN,1,0,3,d,4.0,26,26,0,3.0,11.0,1,1,2,2,1,1,2,630,"(0, 5]","(25, 35]","(25, 35]","(9, 12]"
5728,IN,1,0,3,d,4.0,26,26,0,3.0,11.0,1,1,3,3,1,2,2,629,"(0, 5]","(25, 35]","(25, 35]","(9, 12]"
5729,IN,1,0,3,d,4.0,26,26,0,3.0,11.0,1,0,3,3,0,2,2,624,"(0, 5]","(25, 35]","(25, 35]","(9, 12]"
5730,FL,1,0,10,e,4.0,43,43,0,1.0,7.0,2,0,1,2,0,3,4,638,"(5, 10]","(35, 45]","(35, 45]","(6, 9]"
5731,FL,1,0,10,e,4.0,43,43,0,1.0,7.0,2,0,1,2,0,3,3,634,"(5, 10]","(35, 45]","(35, 45]","(6, 9]"
5732,WA,1,1,7,f,0.0,44,44,0,2.0,1.0,2,0,3,2,0,3,2,647,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
5733,WA,1,1,7,f,0.0,44,44,0,2.0,1.0,2,0,1,2,0,3,2,619,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
5734,WA,1,1,7,f,0.0,44,44,0,2.0,1.0,2,0,1,2,0,3,2,619,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
5735,WA,1,1,7,f,0.0,44,44,0,2.0,1.0,2,0,1,2,0,3,2,619,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
5736,WA,1,1,7,f,0.0,44,44,0,2.0,1.0,2,0,1,2,0,3,2,619,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
5737,WA,1,1,7,f,0.0,44,44,0,2.0,1.0,2,0,1,2,0,3,3,624,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
5738,NM,2,1,0,e,0.0,67,61,1,1.0,2.0,0,0,1,1,0,0,4,627,,"(65, 75]","(55, 65]","(0, 3]"
5739,NM,2,1,0,e,0.0,67,61,1,1.0,2.0,1,1,1,2,1,1,2,718,,"(65, 75]","(55, 65]","(0, 3]"
5740,NM,2,1,0,e,0.0,67,61,1,1.0,2.0,1,1,1,2,1,1,2,718,,"(65, 75]","(55, 65]","(0, 3]"
5741,NM,2,1,0,e,0.0,67,61,1,1.0,2.0,1,1,1,2,1,1,2,718,,"(65, 75]","(55, 65]","(0, 3]"
5742,OR,1,1,4,h,3.0,43,43,0,3.0,1.0,1,1,3,3,0,2,1,600,"(0, 5]","(35, 45]","(35, 45]","(0, 3]"
5743,OR,1,1,4,h,3.0,43,43,0,3.0,1.0,1,1,3,3,0,2,1,608,"(0, 5]","(35, 45]","(35, 45]","(0, 3]"
5744,FL,1,1,2,d,2.0,39,39,0,1.0,3.0,1,0,1,3,0,2,3,679,"(0, 5]","(35, 45]","(35, 45]","(0, 3]"
5745,FL,1,1,2,d,2.0,39,39,0,1.0,3.0,1,0,1,3,0,2,3,685,"(0, 5]","(35, 45]","(35, 45]","(0, 3]"
5746,FL,1,1,2,d,2.0,39,39,0,1.0,3.0,1,0,1,3,0,2,3,685,"(0, 5]","(35, 45]","(35, 45]","(0, 3]"
5747,FL,1,1,2,d,2.0,39,39,0,1.0,3.0,1,0,1,3,0,2,3,685,"(0, 5]","(35, 45]","(35, 45]","(0, 3]"
5748,FL,1,1,2,d,2.0,39,39,0,1.0,3.0,1,0,1,3,0,2,3,686,"(0, 5]","(35, 45]","(35, 45]","(0, 3]"
5749,AR,1,0,1,f,0.0,53,53,0,1.0,1.0,2,1,1,3,0,3,2,605,"(0, 5]","(45, 55]","(45, 55]","(0, 3]"
5750,AR,1,0,1,f,0.0,53,53,0,1.0,1.0,2,1,1,3,0,3,2,616,"(0, 5]","(45, 55]","(45, 55]","(0, 3]"
5751,AR,1,0,1,f,0.0,53,53,0,1.0,1.0,2,1,2,3,0,3,2,618,"(0, 5]","(45, 55]","(45, 55]","(0, 3]"
5752,UT,1,1,6,e,0.0,22,20,1,1.0,2.0,1,0,2,2,0,2,2,650,"(5, 10]","(15, 25]","(15, 25]","(0, 3]"
5753,UT,1,1,6,e,0.0,22,20,1,1.0,2.0,2,0,1,2,0,3,1,640,"(5, 10]","(15, 25]","(15, 25]","(0, 3]"
5754,UT,1,1,6,e,0.0,22,20,1,1.0,2.0,2,0,1,2,0,3,1,640,"(5, 10]","(15, 25]","(15, 25]","(0, 3]"
5755,UT,1,1,6,e,0.0,22,20,1,1.0,2.0,2,0,1,2,0,3,1,640,"(5, 10]","(15, 25]","(15, 25]","(0, 3]"
5756,UT,1,1,6,e,0.0,22,20,1,1.0,2.0,2,0,1,2,0,3,1,640,"(5, 10]","(15, 25]","(15, 25]","(0, 3]"
5757,ND,1,0,10,g,4.0,56,56,0,3.0,4.0,2,0,3,3,1,3,2,589,"(5, 10]","(55, 65]","(55, 65]","(3, 6]"
5758,ND,1,0,10,g,4.0,56,56,0,3.0,4.0,2,0,3,3,1,3,2,589,"(5, 10]","(55, 65]","(55, 65]","(3, 6]"
5759,ND,1,0,10,g,4.0,56,56,0,3.0,4.0,2,0,3,3,1,3,2,589,"(5, 10]","(55, 65]","(55, 65]","(3, 6]"
5760,ND,1,0,10,g,4.0,56,56,0,3.0,4.0,2,0,3,3,1,3,2,589,"(5, 10]","(55, 65]","(55, 65]","(3, 6]"
5761,MD,1,1,4,e,4.0,29,29,0,3.0,14.0,0,0,1,1,0,0,4,595,"(0, 5]","(25, 35]","(25, 35]","(12, 15]"
5762,MD,1,1,4,e,4.0,29,29,0,3.0,14.0,1,1,3,3,1,1,4,647,"(0, 5]","(25, 35]","(25, 35]","(12, 15]"
5763,MD,1,1,4,e,4.0,29,29,0,3.0,14.0,1,1,3,3,1,1,4,647,"(0, 5]","(25, 35]","(25, 35]","(12, 15]"
5764,MD,1,1,4,e,4.0,29,29,0,3.0,14.0,1,1,3,3,1,2,3,642,"(0, 5]","(25, 35]","(25, 35]","(12, 15]"
5765,MD,1,1,4,e,4.0,29,29,0,3.0,14.0,1,1,3,3,1,2,3,650,"(0, 5]","(25, 35]","(25, 35]","(12, 15]"
5766,MD,1,1,4,e,4.0,29,29,0,3.0,14.0,1,1,3,3,1,2,3,650,"(0, 5]","(25, 35]","(25, 35]","(12, 15]"
5767,IN,1,1,7,g,3.0,35,35,0,0.0,0.0,1,1,2,1,0,2,2,673,"(5, 10]","(25, 35]","(25, 35]",
5768,IN,1,1,7,g,3.0,35,35,0,0.0,0.0,1,1,2,1,0,2,2,673,"(5, 10]","(25, 35]","(25, 35]",
5769,IN,1,1,7,g,3.0,35,35,0,0.0,0.0,1,1,3,3,1,2,2,686,"(5, 10]","(25, 35]","(25, 35]",
5770,IN,1,1,7,g,3.0,35,35,0,4.0,3.0,1,1,3,3,0,2,2,605,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
5771,OH,1,0,0,f,0.0,24,24,0,3.0,9.0,1,0,3,3,0,2,4,657,,"(15, 25]","(15, 25]","(6, 9]"
5772,OH,1,0,0,f,0.0,24,24,0,3.0,9.0,1,1,2,3,1,1,4,659,,"(15, 25]","(15, 25]","(6, 9]"
5773,OH,1,0,0,f,0.0,24,24,0,3.0,9.0,1,1,2,3,1,1,4,663,,"(15, 25]","(15, 25]","(6, 9]"
5774,OH,1,0,0,f,0.0,24,24,0,3.0,9.0,1,1,2,3,1,1,4,663,,"(15, 25]","(15, 25]","(6, 9]"
5775,MD,1,0,11,d,3.0,32,32,0,1.0,2.0,0,0,1,1,0,0,4,653,"(10, 15]","(25, 35]","(25, 35]","(0, 3]"
5776,MD,1,0,11,d,3.0,32,32,0,1.0,2.0,0,0,1,1,0,0,2,658,"(10, 15]","(25, 35]","(25, 35]","(0, 3]"
5777,MD,1,0,11,d,3.0,32,32,0,1.0,2.0,0,0,1,1,0,0,2,658,"(10, 15]","(25, 35]","(25, 35]","(0, 3]"
5778,FL,2,1,10,g,2.0,59,57,1,3.0,9.0,1,0,2,2,0,2,3,565,"(5, 10]","(55, 65]","(55, 65]","(6, 9]"
5779,FL,2,1,10,g,2.0,59,57,1,3.0,9.0,1,0,3,3,0,2,3,597,"(5, 10]","(55, 65]","(55, 65]","(6, 9]"
5780,FL,2,1,10,g,2.0,59,57,1,3.0,9.0,1,1,3,3,1,2,3,603,"(5, 10]","(55, 65]","(55, 65]","(6, 9]"
5781,FL,2,1,9,i,1.0,66,66,1,4.0,7.0,1,0,1,1,0,2,3,585,"(5, 10]","(65, 75]","(65, 75]","(6, 9]"
5782,FL,2,1,9,i,1.0,66,66,1,4.0,7.0,1,0,4,3,1,2,3,636,"(5, 10]","(65, 75]","(65, 75]","(6, 9]"
5783,FL,2,1,9,i,1.0,66,66,1,4.0,7.0,1,0,4,3,1,2,3,636,"(5, 10]","(65, 75]","(65, 75]","(6, 9]"
5784,FL,2,1,9,i,1.0,66,66,1,4.0,7.0,1,0,4,3,1,2,3,636,"(5, 10]","(65, 75]","(65, 75]","(6, 9]"
5785,FL,2,1,9,i,1.0,66,66,1,4.0,7.0,1,0,4,3,1,2,3,652,"(5, 10]","(65, 75]","(65, 75]","(6, 9]"
5786,FL,2,1,9,i,1.0,66,66,1,4.0,7.0,1,0,4,3,1,2,3,636,"(5, 10]","(65, 75]","(65, 75]","(6, 9]"
5787,OK,1,0,2,f,0.0,40,40,0,1.0,1.0,2,1,2,3,1,3,2,661,"(0, 5]","(35, 45]","(35, 45]","(0, 3]"
5788,OK,1,0,2,f,0.0,40,40,0,1.0,1.0,1,1,1,2,1,2,2,673,"(0, 5]","(35, 45]","(35, 45]","(0, 3]"
5789,OK,1,0,2,f,0.0,40,40,0,1.0,1.0,1,1,1,2,1,2,2,679,"(0, 5]","(35, 45]","(35, 45]","(0, 3]"
5790,OK,1,0,2,f,0.0,40,40,0,1.0,1.0,1,1,1,2,1,2,2,679,"(0, 5]","(35, 45]","(35, 45]","(0, 3]"
5791,OK,1,0,2,f,0.0,40,40,0,1.0,1.0,1,1,1,2,1,2,2,679,"(0, 5]","(35, 45]","(35, 45]","(0, 3]"
5792,NY,1,0,16,e,1.0,45,45,0,1.0,7.0,0,0,1,1,0,0,2,627,"(15, 20]","(35, 45]","(35, 45]","(6, 9]"
5793,NY,1,0,16,e,1.0,45,45,0,1.0,7.0,0,0,1,1,0,0,2,632,"(15, 20]","(35, 45]","(35, 45]","(6, 9]"
5794,NY,1,0,16,e,1.0,45,45,0,1.0,7.0,0,0,1,1,0,0,2,641,"(15, 20]","(35, 45]","(35, 45]","(6, 9]"
5795,NY,1,0,16,e,1.0,45,45,0,1.0,7.0,0,0,1,1,0,0,2,641,"(15, 20]","(35, 45]","(35, 45]","(6, 9]"
5796,NY,1,0,16,e,1.0,45,45,0,1.0,7.0,0,0,1,1,0,0,2,641,"(15, 20]","(35, 45]","(35, 45]","(6, 9]"
5797,NY,1,0,16,e,1.0,45,45,0,1.0,7.0,0,0,2,2,0,0,2,656,"(15, 20]","(35, 45]","(35, 45]","(6, 9]"
5798,NY,1,1,7,e,1.0,47,47,0,3.0,4.0,1,0,3,3,0,0,2,566,"(5, 10]","(45, 55]","(45, 55]","(3, 6]"
5799,NY,1,1,7,e,1.0,47,47,0,3.0,4.0,1,0,3,3,0,0,2,566,"(5, 10]","(45, 55]","(45, 55]","(3, 6]"
5800,NY,1,1,10,c,1.0,68,68,0,4.0,5.0,1,1,4,3,1,0,2,600,"(5, 10]","(65, 75]","(65, 75]","(3, 6]"
5801,NY,1,1,10,c,1.0,68,68,0,4.0,5.0,1,1,4,3,1,0,2,600,"(5, 10]","(65, 75]","(65, 75]","(3, 6]"
5802,NY,1,1,10,c,1.0,68,68,0,4.0,5.0,1,1,4,3,1,0,2,600,"(5, 10]","(65, 75]","(65, 75]","(3, 6]"
5803,NY,1,1,10,c,1.0,68,68,0,4.0,5.0,1,1,4,3,1,0,3,609,"(5, 10]","(65, 75]","(65, 75]","(3, 6]"
5804,NY,1,1,10,c,1.0,68,68,0,4.0,5.0,1,1,4,3,1,0,3,609,"(5, 10]","(65, 75]","(65, 75]","(3, 6]"
5805,NY,1,1,10,c,1.0,68,68,0,4.0,5.0,1,1,4,3,1,0,3,605,"(5, 10]","(65, 75]","(65, 75]","(3, 6]"
5806,OH,1,0,4,f,0.0,21,21,0,1.0,2.0,0,0,1,1,0,0,4,592,"(0, 5]","(15, 25]","(15, 25]","(0, 3]"
5807,OH,1,0,4,f,0.0,21,21,0,1.0,2.0,2,1,1,1,1,3,3,667,"(0, 5]","(15, 25]","(15, 25]","(0, 3]"
5808,OH,1,0,4,f,0.0,21,21,0,1.0,2.0,2,1,1,1,1,3,3,688,"(0, 5]","(15, 25]","(15, 25]","(0, 3]"
5809,OH,1,0,4,f,0.0,21,21,0,1.0,2.0,2,1,1,1,1,3,3,688,"(0, 5]","(15, 25]","(15, 25]","(0, 3]"
5810,OH,1,0,4,f,0.0,21,21,0,1.0,2.0,2,1,1,1,1,3,3,692,"(0, 5]","(15, 25]","(15, 25]","(0, 3]"
5811,CO,2,1,11,g,0.0,33,33,1,2.0,1.0,1,1,2,3,0,2,1,637,"(10, 15]","(25, 35]","(25, 35]","(0, 3]"
5812,CO,2,1,11,g,0.0,33,33,1,2.0,1.0,1,1,2,3,0,2,1,649,"(10, 15]","(25, 35]","(25, 35]","(0, 3]"
5813,NE,1,0,12,f,0.0,22,22,0,3.0,6.0,1,0,3,3,0,2,2,617,"(10, 15]","(15, 25]","(15, 25]","(3, 6]"
5814,NE,1,0,12,f,0.0,22,22,0,3.0,6.0,1,0,3,3,0,2,2,617,"(10, 15]","(15, 25]","(15, 25]","(3, 6]"
5815,NE,1,0,12,f,0.0,22,22,0,3.0,6.0,1,0,3,3,0,2,2,617,"(10, 15]","(15, 25]","(15, 25]","(3, 6]"
5816,NE,1,0,12,f,0.0,22,22,0,3.0,6.0,0,0,2,2,0,0,2,554,"(10, 15]","(15, 25]","(15, 25]","(3, 6]"
5817,NE,1,0,12,f,0.0,22,22,0,3.0,6.0,0,0,1,1,0,0,2,547,"(10, 15]","(15, 25]","(15, 25]","(3, 6]"
5818,IN,1,0,18,g,4.0,23,23,0,0.0,0.0,1,1,3,3,1,2,2,747,"(15, 20]","(15, 25]","(15, 25]",
5819,IN,1,0,18,g,4.0,23,23,0,0.0,0.0,1,1,3,3,1,2,2,657,"(15, 20]","(15, 25]","(15, 25]",
5820,IN,1,0,18,g,4.0,23,23,0,0.0,0.0,0,0,3,3,0,0,1,595,"(15, 20]","(15, 25]","(15, 25]",
5821,IN,1,0,18,g,4.0,23,23,0,0.0,0.0,0,0,3,3,0,0,1,595,"(15, 20]","(15, 25]","(15, 25]",
5822,IN,1,0,18,g,4.0,23,23,0,0.0,0.0,0,0,3,3,0,0,1,604,"(15, 20]","(15, 25]","(15, 25]",
5823,IN,1,0,18,g,4.0,23,23,0,0.0,0.0,0,0,3,3,0,0,1,604,"(15, 20]","(15, 25]","(15, 25]",
5824,IN,1,0,18,g,4.0,23,23,0,0.0,0.0,0,0,3,3,0,0,1,604,"(15, 20]","(15, 25]","(15, 25]",
5825,RI,1,1,9,g,3.0,52,52,0,4.0,7.0,1,1,3,3,1,1,2,606,"(5, 10]","(45, 55]","(45, 55]","(6, 9]"
5826,RI,1,1,9,g,3.0,52,52,0,4.0,7.0,1,0,4,3,0,1,2,619,"(5, 10]","(45, 55]","(45, 55]","(6, 9]"
5827,OK,2,1,9,h,0.0,47,47,1,1.0,7.0,0,0,1,1,0,0,4,552,"(5, 10]","(45, 55]","(45, 55]","(6, 9]"
5828,OK,2,1,9,h,0.0,47,47,1,1.0,7.0,1,1,2,2,1,2,3,645,"(5, 10]","(45, 55]","(45, 55]","(6, 9]"
5829,OK,2,1,9,h,0.0,47,47,1,1.0,7.0,1,1,2,2,1,2,3,645,"(5, 10]","(45, 55]","(45, 55]","(6, 9]"
5830,OK,2,1,9,h,0.0,47,47,1,1.0,7.0,1,1,2,2,1,2,3,637,"(5, 10]","(45, 55]","(45, 55]","(6, 9]"
5831,NV,2,0,3,e,0.0,42,37,1,1.0,3.0,1,1,3,2,1,2,2,741,"(0, 5]","(35, 45]","(35, 45]","(0, 3]"
5832,NV,2,0,3,e,0.0,42,37,1,1.0,3.0,1,1,1,1,1,2,2,715,"(0, 5]","(35, 45]","(35, 45]","(0, 3]"
5833,MO,1,0,2,e,4.0,52,52,0,1.0,3.0,2,0,1,2,0,3,2,677,"(0, 5]","(45, 55]","(45, 55]","(0, 3]"
5834,MO,1,0,2,e,4.0,52,52,0,1.0,3.0,1,0,1,3,0,2,2,618,"(0, 5]","(45, 55]","(45, 55]","(0, 3]"
5835,MO,1,0,2,e,4.0,52,52,0,1.0,3.0,1,1,1,3,0,2,2,630,"(0, 5]","(45, 55]","(45, 55]","(0, 3]"
5836,GA,1,0,0,d,0.0,69,69,0,2.0,7.0,0,0,2,2,0,0,4,598,,"(65, 75]","(65, 75]","(6, 9]"
5837,GA,1,0,0,d,0.0,69,69,0,2.0,7.0,1,1,2,2,1,2,4,659,,"(65, 75]","(65, 75]","(6, 9]"
5838,GA,1,0,0,d,0.0,69,69,0,2.0,7.0,1,1,2,2,1,2,2,672,,"(65, 75]","(65, 75]","(6, 9]"
5839,IN,1,0,8,f,4.0,41,41,0,0.0,0.0,0,0,1,1,0,0,2,562,"(5, 10]","(35, 45]","(35, 45]",
5840,IN,1,0,8,f,4.0,41,41,0,0.0,0.0,0,0,1,1,0,0,2,562,"(5, 10]","(35, 45]","(35, 45]",
5841,IN,1,0,8,f,4.0,41,41,0,0.0,0.0,1,0,1,1,0,2,2,701,"(5, 10]","(35, 45]","(35, 45]",
5842,IN,1,0,8,f,4.0,41,41,0,0.0,0.0,1,0,1,1,0,2,1,641,"(5, 10]","(35, 45]","(35, 45]",
5843,OH,1,1,16,d,0.0,34,34,0,3.0,14.0,0,1,3,3,0,1,3,611,"(15, 20]","(25, 35]","(25, 35]","(12, 15]"
5844,OH,1,1,16,d,0.0,34,34,0,3.0,14.0,0,1,3,3,0,1,3,611,"(15, 20]","(25, 35]","(25, 35]","(12, 15]"
5845,OH,1,1,16,d,0.0,34,34,0,3.0,14.0,0,1,3,3,0,1,3,600,"(15, 20]","(25, 35]","(25, 35]","(12, 15]"
5846,FL,2,1,0,h,1.0,49,39,1,4.0,15.0,2,1,4,3,1,1,4,612,,"(45, 55]","(35, 45]","(12, 15]"
5847,FL,2,1,0,h,1.0,49,39,1,4.0,15.0,1,1,3,3,1,1,4,612,,"(45, 55]","(35, 45]","(12, 15]"
5848,FL,2,1,0,h,1.0,49,39,1,4.0,15.0,1,1,3,3,1,1,4,620,,"(45, 55]","(35, 45]","(12, 15]"
5849,FL,2,1,0,h,1.0,49,39,1,4.0,15.0,1,1,3,3,1,1,3,613,,"(45, 55]","(35, 45]","(12, 15]"
5850,FL,2,1,0,h,1.0,49,39,1,4.0,15.0,1,1,3,3,1,1,4,623,,"(45, 55]","(35, 45]","(12, 15]"
5851,MD,2,1,3,e,4.0,32,30,1,2.0,14.0,1,0,2,2,1,2,2,680,"(0, 5]","(25, 35]","(25, 35]","(12, 15]"
5852,MD,2,1,3,e,4.0,32,30,1,2.0,14.0,1,0,2,2,1,2,2,680,"(0, 5]","(25, 35]","(25, 35]","(12, 15]"
5853,MD,2,1,3,e,4.0,32,30,1,2.0,14.0,1,0,2,2,1,2,2,680,"(0, 5]","(25, 35]","(25, 35]","(12, 15]"
5854,MD,2,1,3,e,4.0,32,30,1,2.0,14.0,1,0,2,2,1,2,2,680,"(0, 5]","(25, 35]","(25, 35]","(12, 15]"
5855,MD,2,1,3,e,4.0,32,30,1,2.0,14.0,1,0,2,2,1,2,2,680,"(0, 5]","(25, 35]","(25, 35]","(12, 15]"
5856,FL,1,1,17,e,4.0,47,47,0,1.0,0.0,1,0,1,1,0,2,3,656,"(15, 20]","(45, 55]","(45, 55]",
5857,FL,1,1,17,e,4.0,47,47,0,1.0,0.0,0,0,1,1,0,0,3,635,"(15, 20]","(45, 55]","(45, 55]",
5858,WA,1,0,20,e,0.0,46,46,0,0.0,0.0,1,0,3,3,0,2,1,580,"(15, 20]","(45, 55]","(45, 55]",
5859,WA,2,1,20,e,3.0,46,43,1,1.0,15.0,0,0,1,2,0,0,1,572,"(15, 20]","(45, 55]","(35, 45]","(12, 15]"
5860,WA,2,1,20,e,3.0,46,43,1,1.0,15.0,0,0,1,2,0,0,2,575,"(15, 20]","(45, 55]","(35, 45]","(12, 15]"
